word1,word2,mi
sequor,teneo,0.25745385111755237
primus,teneo,0.25729506602753727
loquor,scio,0.25728338071770906
liber,loquor,0.25720794777374323
uis,uolo,0.2571708468032785
locus,modus,0.25708468638723136
locus,teneo,0.2568618956297932
dies,uerbum,0.2568009051506426
solus,uenio,0.256725862000998
bonus,unus,0.2566414122795866
fides,tempus,0.2565821697037167
audio,malus,0.2564965011622746
totus,uir,0.25636975151904373
dies,summus,0.25636735751846373
manus,opus,0.2562966076719677
inuenio,uolo,0.25608710411163393
ius,locus,0.25597101758486396
primus,terra,0.2558528522041623
locus,solus,0.25579696079521685
locus,sequor,0.25579696079521685
homo,scio,0.25531442565114304
teneo,unus,0.25508119272777563
relinquo,unus,0.2550593624738555
locus,uis,0.25484493519613505
os,uox,0.25467340764304236
loquor,manus,0.2546344826422553
dies,lex,0.2546341560837684
caelum,terra,0.25441594532956113
dies,mors,0.2543819370389304
manus,uis,0.25435834427516557
iubeo,manus,0.2542881618752242
inuenio,locus,0.25426323063959266
locus,uerus,0.25425809540609734
dies,magnus,0.2541334426852151
accipio,duo,0.2541021069427263
ago,domus,0.2533848705817139
ago,loquor,0.2533848705817139
fides,manus,0.2532602601253853
tempus,uolo,0.25319509229753745
ago,annus,0.2531686885534672
ago,teneo,0.2531686885534672
tempus,totus,0.25315933843527993
uerus,uita,0.2531428865984777
credo,liber,0.25295886867031836
loquor,opus,0.25291480921574916
teneo,uolo,0.25291068999933586
totus,urbs,0.2528252039160872
audio,ius,0.2526939292256323
scio,uolo,0.2526908749181622
bonus,uolo,0.2524401107431453
ius,quaero,0.2521434171251382
locus,manus,0.2521424353808719
dies,loquor,0.2518802832545033
accipio,dies,0.2518802832545024
magnus,peto,0.2518640740284468
ago,nox,0.2518061573113206
locus,scio,0.2515981825759246
ago,sequor,0.2513749468783475
nomen,uolo,0.25135264894098075
solus,uerus,0.25128785965067735
genus,summus,0.2512817444657509
malus,uerus,0.25118508221499436
solus,terra,0.25106707097613423
ago,relinquo,0.2508355361223469
ius,manus,0.2505586978235028
teneo,urbs,0.2505384347987363
scio,uerbum,0.2504037381131248
tempus,uerus,0.25038401226409324
lex,tempus,0.2503783927249268
liber,primus,0.2500380088367127
ago,uenio,0.2495811047463503
credo,primus,0.24956671633788563
ago,pono,0.24940977737280434
summus,uerus,0.24937692630348618
loquor,unus,0.2493559594883159
loquor,uolo,0.24934914779560735
magnus,mors,0.24933511629914573
fides,lex,0.2491560795548562
homo,locus,0.2490049306045199
homo,uerus,0.24900282793863227
locus,puto,0.24890914297267397
lex,manus,0.24868509705209796
relinquo,sequor,0.24866877384120212
inuenio,tempus,0.24861423763408652
inuenio,uerus,0.24854833152697697
nomen,pars,0.2485333908891807
dies,uita,0.24823299638385166
magnus,uolo,0.24805514019785413
loquor,mens,0.24801363835913293
genus,nomen,0.2478531971456368
manus,teneo,0.24771644332342557
manus,uolo,0.2477053744276132
locus,magnus,0.24763860435744522
pono,quaero,0.2476044290353352
os,primus,0.24756908630966112
opus,primus,0.24756908630966112
manus,mors,0.24737746786068104
lex,quaero,0.24734964683092198
opus,quaero,0.24733167550692503
ago,mitto,0.24732170443750956
locus,totus,0.24730762026452346
sequor,uenio,0.2472776824245626
manus,terra,0.2470446665555306
duo,primus,0.24703986006282008
uis,unus,0.24668215492957923
locus,uir,0.24664406520981075
uenio,uir,0.24662960219393515
sequor,tempus,0.24659497125094543
loquor,primus,0.24646303464087183
summus,totus,0.2463872712781816
annus,lex,0.24638211722013104
lex,nascor,0.24637196999156785
ius,loquor,0.24630932468221278
magnus,sequor,0.24584199644671845
peto,uolo,0.24578810381471783
ius,urbs,0.24560836642087036
dies,uir,0.2453909308642448
ago,inuenio,0.24536215442639175
dies,nascor,0.24517331585516455
credo,dies,0.24517331585516366
primus,uis,0.24502520455040422
magnus,summus,0.2449851888408361
audio,locus,0.24471323408341839
uenio,uerus,0.24429754465379272
peto,primus,0.24425837732848255
bonus,domus,0.2441376612826236
pono,primus,0.2441350767421584
pono,sequor,0.24402770188977474
uerbum,uerus,0.24402667603515393
mors,uita,0.2438784926352069
malus,unus,0.2438570479500921
loquor,mors,0.2438268063437583
nox,terra,0.24367691347377196
lex,loquor,0.243634961710403
domus,lex,0.243634961710403
domus,loquor,0.2436307129681765
audio,credo,0.24357378362475846
quaero,solus,0.24354891349758923
dies,opus,0.24329747744743635
manus,peto,0.24319623439667204
magnus,manus,0.24308671450650454
ius,uolo,0.2430782770579185
ago,fides,0.24302817094187557
dies,homo,0.24300327266333
locus,pars,0.24296363557328604
medius,primus,0.2429231780005523
totus,uenio,0.24283799811246976
quaero,totus,0.2427037606900191
debeo,scio,0.2426523490691208
liber,uolo,0.24261453248176235
opus,uerbum,0.2425554303306754
domus,pater,0.24245644567672642
uerbum,uolo,0.24242761064816953
uir,urbs,0.24239699402994308
locus,tempus,0.24224626419735884
ago,modus,0.24205885897196833
totus,uolo,0.24200614675235954
inuenio,teneo,0.2419189023724595
loquor,uis,0.24148552418967828
domus,uenio,0.2414752957123607
credo,nomen,0.2414072081103038
nascor,nomen,0.2414072081103038
duo,totus,0.24133293802214872
audio,relinquo,0.2412214511566022
accipio,totus,0.24119305167516547
loquor,totus,0.24119305167516547
opus,pono,0.24118430434532367
ago,nomen,0.24115469849123006
nomen,quaero,0.2408679194710892
credo,uerus,0.24085415679329536
mitto,primus,0.24071397311080123
solus,uolo,0.2406419685305119
inuenio,unus,0.2405818087986651
manus,primus,0.2405032399804652
deus,manus,0.24031070477769045
domus,teneo,0.2402923045708194
bonus,homo,0.2402126793991961
dies,peto,0.24021025011537045
credo,teneo,0.24016756383185012
nascor,teneo,0.24016756383185012
audio,domus,0.23999161044149453
credo,loquor,0.23985204991921805
ius,populus,0.23972174593898732
dies,ius,0.23953186230639556
fides,loquor,0.23952288505956076
audio,dies,0.2394591133759123
primus,uerus,0.239457236493533
dies,malus,0.2393727214542638
credo,inuenio,0.23932511047649285
uerbum,unus,0.23912335352820868
loquor,quaero,0.23908466705725484
domus,scio,0.2390170768640738
audio,uerus,0.23887106022588966
liber,magnus,0.23881190910993144
peto,uenio,0.23881047947473366
quaero,relinquo,0.2387698463686041
credo,uir,0.23870232733112573
nomen,uir,0.23869898448789417
nomen,puto,0.238675678596997
sequor,solus,0.2386734959306267
annus,manus,0.23863596086779815
mens,primus,0.23862295892362972
malus,scio,0.23855073980469665
solus,uerbum,0.23853390003345787
ius,nascor,0.2383857468484809
nomen,solus,0.23773008067041168
pars,quaero,0.2376850246142812
lex,solus,0.2375370776119876
lex,sequor,0.2375370776119876
audio,inuenio,0.2375370776119876
deus,primus,0.23745438649991257
tempus,terra,0.23711015425089066
locus,opus,0.2370660335778858
credo,fides,0.2369444825659297
debeo,puto,0.23694392470019654
nomen,terra,0.23682136397584497
opus,uis,0.23668303554974646
liber,modus,0.23667759589013215
opus,solus,0.23663998504765704
opus,sequor,0.23663998504765704
magnus,solus,0.23643593107802996
teneo,uir,0.23641817593350023
bonus,scio,0.23639484140598466
manus,totus,0.2363615057385129
uenio,uerbum,0.2362927615987278
peto,tempus,0.23621468448288763
relinquo,tempus,0.23621468448288763
malus,uerbum,0.2362032332837929
pars,uis,0.23612232123223098
relinquo,uolo,0.23610246007917368
accipio,pars,0.2360614528267
domus,manus,0.2360614528267
liber,solus,0.23577716274679528
duo,scio,0.23575667500196396
dies,pars,0.23569629485186017
dies,urbs,0.23557209751450703
pono,tempus,0.23545528721985498
lex,totus,0.23535976309115902
credo,homo,0.23521850117979426
mors,uerus,0.23505806157460984
mors,peto,0.23505034129656543
quaero,uis,0.2350474007033263
accipio,opus,0.23498064761308957
ago,opus,0.23493021479702048
manus,pono,0.2348646350636363
ago,uir,0.23484257381338214
ago,populus,0.23479279704461575
domus,relinquo,0.23471701686305213
domus,uerbum,0.23471116289858163
populus,unus,0.23466467024366366
mens,solus,0.23464821082428777
dies,mens,0.23459624611832286
accipio,ago,0.234595032411125
dies,populus,0.23447076407823175
dies,teneo,0.23447076407823175
quaero,teneo,0.23434765673348057
credo,puto,0.23425695584122685
domus,malus,0.2341590944023464
credo,quaero,0.23414381718795063
pars,peto,0.23412320571481882
locus,loquor,0.23410284150194993
manus,uir,0.2340364542804867
uerbum,uir,0.23367574377937306
audio,debeo,0.23350786645597754
ago,solus,0.23312284181805598
lex,pono,0.2330531904785893
uerus,unus,0.23301414187016523
puto,unus,0.23294605350024167
annus,nox,0.2328391874631297
audio,magnus,0.2328238830358753
mitto,tempus,0.23279446060016262
credo,scio,0.2326785143195016
ago,audio,0.2326273553423377
magnus,nascor,0.23260604924959072
magnus,relinquo,0.23232266697499782
ago,peto,0.23227038298371028
fides,locus,0.23226118425244646
debeo,uenio,0.23224417569701217
loquor,uenio,0.23218632076438084
domus,totus,0.23211794683239084
fides,ius,0.23205979442856606
quaero,terra,0.23205222904058864
accipio,sequor,0.23198067927917876
loquor,sequor,0.23198067927917876
credo,tempus,0.23185564920227986
solus,summus,0.23185265120196075
pono,unus,0.23175225871754002
malus,uenio,0.2316425079411415
fides,uenio,0.23163688961243256
mors,summus,0.23157626622712257
summus,urbs,0.23157626622712257
dies,uis,0.23154460918122677
annus,domus,0.23147632904049686
accipio,teneo,0.23147632904049686
puto,uenio,0.2313008051767591
malus,quaero,0.23126181798096823
mens,uox,0.23126097359533215
audio,loquor,0.23115327693691246
dies,relinquo,0.23114521383066755
nascor,sequor,0.23111164057220712
magnus,malus,0.2309967521925973
locus,uerbum,0.23098407022795886
puto,uolo,0.23089750107594398
homo,mors,0.23089059273774115
sequor,unus,0.23078364615554925
mens,mors,0.2307718420389966
mens,uerus,0.2307718420389966
loquor,nomen,0.230737786510665
audio,manus,0.23069196506334588
lex,pars,0.23059464560167786
iubeo,terra,0.23052321776661788
relinquo,teneo,0.23046495391516064
locus,terra,0.23043479323030613
iubeo,loquor,0.23041021777007575
accipio,quaero,0.230374112617187
ius,malus,0.230374112617187
mitto,opus,0.23029615633053968
mitto,relinquo,0.23025980043888516
duo,tempus,0.23023438265619856
accipio,scio,0.23022920077922926
nascor,relinquo,0.23020131784113396
tempus,teneo,0.23018472866375994
opus,unus,0.2301431665657523
os,tempus,0.23011203216688614
debeo,uerus,0.23008466798940042
homo,uolo,0.23006966693982367
magnus,tempus,0.22995807853844585
populus,primus,0.22993509555691638
lex,uolo,0.22988080034656289
quaero,uolo,0.2297953386875582
inuenio,scio,0.2297641867210638
homo,primus,0.22975685087640674
magnus,uerus,0.22967065705083645
bonus,uenio,0.22953835667950084
sequor,uis,0.2294453578427449
bonus,magnus,0.2294079424541513
scio,unus,0.2293447174031602
homo,nomen,0.22934246591138852
scio,uerus,0.22930769949122265
homo,loquor,0.229279446831395
debeo,nomen,0.22926532480437434
audio,nomen,0.22926532480437434
iubeo,nox,0.2292234863143472
rex,urbs,0.229195556678075
manus,uerus,0.22912142839824412
manus,os,0.22899473719773056
lex,uis,0.2289666150530394
dies,uox,0.22886653603403406
opus,puto,0.228826458287954
manus,mens,0.22877142476599044
solus,tempus,0.22861939764275796
inuenio,liber,0.22861304929131254
opus,uir,0.22861186991721105
debeo,quaero,0.22857158839088143
lex,malus,0.22857158839088143
audio,quaero,0.22857158839088143
manus,sequor,0.22851664104499037
inuenio,uis,0.2284781000746401
peto,terra,0.22845742073918895
ius,unus,0.22822786801212036
puto,ratio,0.22820446074834777
magnus,scio,0.22817951407769765
magnus,nomen,0.22816372676323748
domus,unus,0.22808111037401613
ius,uerus,0.22803946510753814
opus,teneo,0.2279985864568621
deus,unus,0.22799707745249087
ago,uerus,0.2279458557581311
summus,terra,0.22777461217084927
terra,uenio,0.22775123991121227
dies,liber,0.2277412396354146
duo,unus,0.2276939646391103
ago,credo,0.22767781109740692
puto,tempus,0.22761763842845895
homo,summus,0.22758862567332105
medius,totus,0.2275706855977635
liber,uis,0.22756656655411245
pono,uenio,0.2275303386233274
animus,uolo,0.2274662403452714
credo,uolo,0.2274662403452714
credo,malus,0.22743568711323903
populus,uir,0.22741470334065195
uenio,uis,0.22735397195127938
inuenio,puto,0.22727267873939727
animus,dies,0.22724717358808988
scio,solus,0.22701369296018203
scio,sequor,0.22701369296018203
loquor,pono,0.22694386381199738
locus,malus,0.2268994425791231
inuenio,pono,0.22670739562395958
ago,quaero,0.2266997123474095
fides,magnus,0.22669416727794278
loquor,uox,0.2266792723421851
deus,mors,0.22664439465288844
liber,teneo,0.22664328401720368
uerus,uox,0.22659560211569296
audio,tempus,0.22649482373505503
magnus,uenio,0.22647560592435756
nomen,uenio,0.22642777692397598
homo,uerbum,0.2263732445842832
iubeo,ius,0.22635654960311058
loquor,os,0.22634397852620403
tempus,unus,0.22631917325849304
ius,uita,0.2262922824084388
quaero,unus,0.2261706740611631
accipio,relinquo,0.2261161557344149
pars,pono,0.22610410608224285
debeo,locus,0.22605790900160994
lex,magnus,0.22603994601460187
corpus,primus,0.2259844912832314
quaero,sequor,0.22596990900778735
homo,magnus,0.2258056706916678
mens,teneo,0.22569734064064484
locus,ratio,0.22561141107454308
homo,puto,0.2255965292694757
deus,tempus,0.22555506643607615
annus,terra,0.2254185296147151
dies,os,0.22540960976841617
accipio,locus,0.2253235427255138
totus,uerus,0.2252993723890544
pars,relinquo,0.22529020007910106
magnus,pars,0.22491467319809644
opus,totus,0.22487703092394096
signum,terra,0.22470345973714334
lex,opus,0.2246775095081226
homo,solus,0.22461999743264638
ago,iubeo,0.22461040129622578
lex,unus,0.22455951067416358
uir,uolo,0.22452206937412988
scio,totus,0.22439907377000434
debeo,unus,0.22435590283334417
malus,uolo,0.22431198341718428
primus,uerbum,0.22430120826984457
mors,nomen,0.22420254472170598
pono,uir,0.224065813198151
populus,uerus,0.22394769563742045
mors,teneo,0.22394769563742045
annus,urbs,0.22394769563742045
debeo,primus,0.22391298383240343
uolo,urbs,0.2239040887793493
liber,tempus,0.22388870569930752
locus,relinquo,0.22377421209330617
dies,iubeo,0.22377043141316477
uerus,uir,0.22371979420846255
corpus,unus,0.2236045475326467
loquor,modus,0.22350627061910533
ius,solus,0.2233560155228984
inuenio,loquor,0.2233560155228984
magnus,unus,0.2233541773243406
inuenio,ius,0.22334872310261744
domus,sequor,0.22334872310261655
bonus,totus,0.22333416891652114
summus,unus,0.22322192489120596
peto,uita,0.22316615669387563
magnus,opus,0.22313682503884635
terra,uerus,0.223118079885662
pars,unus,0.22311528173060768
manus,unus,0.22311528173060768
nascor,tempus,0.2231010454688267
loquor,populus,0.22288080023610313
animus,teneo,0.2228185848159434
unus,urbs,0.22273485259497594
quaero,uox,0.22273287153574817
relinquo,uis,0.2226538149916708
audio,uenio,0.22264546258170625
credo,solus,0.22254132462313425
credo,domus,0.22250400104807877
deus,domus,0.2223737454439867
annus,teneo,0.22231925504027217
ius,modus,0.22230573157026967
tempus,uir,0.2222741236501351
quaero,urbs,0.22226157336276664
loquor,summus,0.22221648500992242
teneo,uenio,0.22220210418342123
debeo,pono,0.22200584810380164
domus,liber,0.22193444899722437
inuenio,nomen,0.22186480023472477
manus,mitto,0.22185762245518248
liber,manus,0.22185762245518248
domus,nomen,0.22181657020159662
manus,nomen,0.22174919115830338
iubeo,uenio,0.22166921552378582
teneo,uis,0.22158126648692011
peto,quaero,0.22157673559974267
malus,uir,0.22156230838546254
mors,primus,0.22152583646875534
uerbum,uis,0.22149251094530076
ago,uox,0.22146586149995695
deus,terra,0.22146115299065627
quaero,uir,0.221425938242227
relinquo,totus,0.2213893581709261
opus,tempus,0.22137436516588416
quaero,uerbum,0.22136209497534232
mens,uerbum,0.22136209497534232
dies,pater,0.2212307191147973
locus,populus,0.2211919394232833
pars,teneo,0.22115707451736277
primus,rex,0.22114867207974154
iubeo,uerbum,0.22112359435603857
deus,mens,0.22111791834501737
deus,uolo,0.2211093390204102
dies,mater,0.22105338124783636
ius,uir,0.22099934363054974
fides,nomen,0.22099716926423962
lex,locus,0.22097601253972154
domus,uir,0.22093481476952004
credo,uerbum,0.22091852975757842
summus,uerbum,0.2209014820726427
magnus,populus,0.22089058820032115
credo,ius,0.22086345806018937
deus,uenio,0.22069886501179425
accipio,tempus,0.22058934450563328
domus,tempus,0.22058934450563328
loquor,tempus,0.22058934450563328
pars,uolo,0.22051268811701075
ago,pater,0.22044975897365848
manus,urbs,0.22036285783215614
opus,pars,0.22035766531371248
fides,teneo,0.22026789795492618
credo,lex,0.2202570958191119
modus,nomen,0.21993833038783617
os,summus,0.21993091810481324
iubeo,tempus,0.21984012342666492
ius,magnus,0.21976691213937727
magnus,uir,0.21975859715003665
totus,uerbum,0.21960000427793958
bonus,summus,0.21957305934869975
nomen,relinquo,0.21955656007914115
duo,relinquo,0.21948396722544405
domus,primus,0.21947648444061585
modus,pono,0.21934296581151447
nascor,unus,0.2193257676662297
bonus,primus,0.21922897746008907
fides,summus,0.21922120159817915
ago,urbs,0.2190920568342154
genus,primus,0.21908455155249396
debeo,duo,0.21900864145062116
locus,natura,0.21899940313276645
liber,pater,0.21899728887593906
pars,totus,0.21896765201308632
bonus,manus,0.2189138771878696
bonus,populus,0.218894117931554
audio,liber,0.2188480331312812
manus,scio,0.21879836280381415
scio,uir,0.21866671271786497
opus,uerus,0.21862834884447846
nomen,uis,0.21857521170721395
bonus,locus,0.21855748427315458
bonus,uis,0.21855409535883918
domus,pars,0.21847240886224828
puto,uerus,0.21841877191344405
domus,uox,0.21827641567894496
ago,signum,0.2182461640365183
fides,primus,0.21824201150539846
mitto,teneo,0.21817434094247812
fides,liber,0.21816964598039945
gens,primus,0.21816734241846447
modus,tempus,0.21806489899687076
pono,solus,0.2180110121414076
domus,urbs,0.21800996799502315
loquor,urbs,0.21800996799502315
ago,mens,0.21796684199459904
magnus,puto,0.2179657427217494
puto,teneo,0.2178499907182312
ius,scio,0.21770695237857574
mitto,summus,0.21767056452518574
ago,duo,0.21767044768137112
liber,uenio,0.2175455292148607
mitto,uenio,0.2175455292148607
bonus,uir,0.2175089316038532
inuenio,malus,0.2175080442326962
nomen,uerbum,0.21741557454015137
tempus,uita,0.21723145587257164
primus,puto,0.21719214318435043
iubeo,quaero,0.21712034731254182
nomen,uita,0.21711033386113243
animus,mens,0.21710042653858252
uenio,uita,0.21707952280017118
ius,mens,0.21706700344979435
dies,quaero,0.21703782647286562
annus,totus,0.21696576282719704
teneo,totus,0.21696576282719704
deus,urbs,0.21691449489842718
mors,uenio,0.21685038098535347
uerus,uis,0.21675666649857828
scio,teneo,0.21674853525344773
modus,sequor,0.21665925942384678
tempus,uerbum,0.21651170117374008
arma,hostis,0.21650699397581707
ago,homo,0.21649718226627357
hostis,peto,0.21648748312411925
inuenio,uir,0.2164437285609333
mens,unus,0.21641684611850653
ius,liber,0.21634645618062187
modus,primus,0.21632685073532354
lex,uenio,0.21624090906191729
mens,totus,0.2162121674311548
bonus,lex,0.2161406150208416
ius,uis,0.2161314797864735
sequor,uerus,0.21609644801000627
annus,uolo,0.21606691650294074
audio,uolo,0.21599544628025757
nox,peto,0.21564154387812184
os,terra,0.2156375536162125
modus,teneo,0.21561995178264048
malus,uox,0.215570598687866
duo,quaero,0.2155705986878651
populus,urbs,0.2155264975004787
teneo,uerus,0.2155264975004787
animus,uenio,0.2154867574314654
debeo,summus,0.21543949781149774
audio,summus,0.21543949781149774
manus,summus,0.21540113243364978
mens,uenio,0.2152286123369329
malus,pono,0.21522639602499982
medius,pono,0.21522639602499982
debeo,relinquo,0.2152085960317942
liber,uir,0.21519792182154696
loquor,uirtus,0.21516330396398597
duo,locus,0.2151345291182878
primus,uir,0.2150861914690232
ius,os,0.21506668675677254
animus,uerus,0.21504443021705288
summus,teneo,0.2150367873243768
ratio,uerus,0.2150362432824391
primus,uox,0.21500077606376422
domus,solus,0.2149338764072004
magnus,terra,0.21489445530134965
sequor,summus,0.2148865413060843
audio,primus,0.21486124251237104
summus,uita,0.21483578281477111
mors,uir,0.21480057800611263
accipio,inuenio,0.21480016511791877
mors,uolo,0.21478933690005508
uir,uis,0.21475260977734933
credo,magnus,0.21465961255356802
malus,uis,0.21464478880484528
malus,terra,0.21460895931173418
terra,urbs,0.2145817238271217
animus,tempus,0.2145722127847609
magnus,uox,0.21453646648582048
audio,modus,0.21452527479347694
iubeo,totus,0.21450895587770624
totus,uis,0.2144944973290892
scio,tempus,0.21431427060499342
medius,quaero,0.2142503821701478
magnus,os,0.21424922502268462
duo,nomen,0.21417138645117184
opus,uenio,0.2141673348666462
terra,unus,0.2141571251825436
debeo,loquor,0.21414411177285775
mors,tempus,0.2141198764355563
animus,manus,0.2140284707055038
ago,debeo,0.2140166721130523
domus,fides,0.21401118474580993
fides,uerus,0.21400165990930375
domus,summus,0.21388717406647295
relinquo,solus,0.2138605016074564
locus,nascor,0.2138366630375934
animus,locus,0.2138366630375934
manus,mater,0.21382590658227052
pars,ratio,0.21382478915939984
domus,quaero,0.21358642955692453
domus,mens,0.21358642955692453
annus,sequor,0.21356041104756773
peto,teneo,0.2135601099700848
mitto,peto,0.21348260100638594
nomen,opus,0.21346697397667214
credo,relinquo,0.21334355086095336
liber,pars,0.21333479039211145
ius,uerbum,0.21331127394188343
audio,unus,0.21330647377189127
pono,terra,0.21330134495805542
annus,nomen,0.21328092373901342
accipio,nomen,0.21314355150178343
malus,sequor,0.21311952962014047
malus,manus,0.21311928501373778
medius,pars,0.21311928501373778
annus,tempus,0.21301374045547394
lex,mens,0.21294923971357793
pono,uolo,0.21294569691704712
ius,uenio,0.21293462393609985
mater,uenio,0.21293462393609985
duo,opus,0.21293392084184948
primus,urbs,0.2129262643588774
os,quaero,0.21289728757340676
mors,unus,0.21288454462503204
debeo,magnus,0.21286032353189555
annus,primus,0.21283624034754833
dies,uirtus,0.21282909864672295
annus,locus,0.21282246098422597
bonus,puto,0.21260371655201737
debeo,pars,0.2125988247085484
ius,relinquo,0.21256560663430246
animus,ius,0.21244264245481848
iubeo,opus,0.21240639482829504
pono,signum,0.21238537704967797
modus,ratio,0.21224202434497208
dies,inuenio,0.21215380686479168
accipio,uir,0.2121424479971088
loquor,uir,0.2121424479971088
iubeo,nomen,0.21213362561163507
audio,bonus,0.211949378731914
fides,uolo,0.21189352870869094
locus,uirtus,0.21184330423613673
nomen,scribo,0.21183379521721957
modus,quaero,0.2117990146666413
malus,populus,0.21170184266093273
malus,teneo,0.21170184266093273
medius,teneo,0.21170184266093273
puto,uir,0.21162336990950603
audio,solus,0.2116151456242754
debeo,dies,0.2115943442549204
ago,liber,0.21150105253409812
fides,terra,0.21123209833273382
nomen,uirtus,0.21112737245381563
magnus,uerbum,0.2110668308644028
pono,summus,0.21103726601415929
nomen,peto,0.21097837346712733
magnus,totus,0.2109634697063303
bonus,credo,0.21093384406940885
deus,lex,0.2109058085526252
ius,uox,0.21083124429103606
audio,duo,0.2107630204156825
bonus,mors,0.21072823024445508
bonus,uerus,0.21072823024445508
puto,relinquo,0.21069027810497154
ago,animus,0.21057263827261696
ago,nascor,0.21057263827261696
terra,uolo,0.21053655260442827
credo,pono,0.21053255443848418
fides,uirtus,0.21052112872006834
dies,mitto,0.21048849162128125
ago,mors,0.21048535089166887
locus,quaero,0.21042338000477745
bonus,solus,0.2104177894110375
opus,urbs,0.21038680313157077
animus,malus,0.21038655665501427
puto,sequor,0.21034849148631807
fides,iubeo,0.2103026051311474
iubeo,uir,0.21028487035858845
mitto,sequor,0.2102684950997249
tempus,uis,0.21017322048691867
lex,urbs,0.21012638243741932
pono,teneo,0.2101076315115611
