id,title,creator,date_range_start,date_range_end,type,file,n_chars_raw,n_chars,n_words_raw,n_words,row_id,manual_label,prediction_source,prob_nb,score_nb_logit,label_nb_youden,label_nb_f1,prob_ridge,score_ridge_logit,label_ridge_youden,label_ridge_f1,prob_svm,score_svm_margin,score_svm_logit,label_svm_youden,label_svm_f1,prob_xgb,score_xgb_margin,score_xgb_logit,label_xgb_youden,label_xgb_f1,prob_lgb,score_lgb_margin,score_lgb_logit,label_lgb_youden,label_lgb_f1
MQDQ-312,Cistellaria,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-312.txt,30178,30178,4957,4957,24,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5874524668792799,8.692309631291955,0.3534439043617398,late,late,0.3399980770102854,-0.5368870496749878,-0.6633027868948953,non_late,non_late,0.2048178696927222,-1.1414548195318885,-1.3564500394243704,non_late,non_late
MQDQ-313,Curculio,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-313.txt,35035,35035,5619,5619,25,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4916981184606482,-8.162463869701806,-0.03321057826732048,non_late,non_late,0.1250826281362367,-1.7071961164474487,-1.9451549057315771,non_late,non_late,0.15604058907413215,-1.570605352024084,-1.6879882423398958,non_late,non_late
MQDQ-314,Epidicus,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-314.txt,36276,36276,5867,5867,26,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.48578319287336574,-9.029847060046746,-0.056882561102156615,non_late,non_late,0.12192371055902249,-1.7337594032287598,-1.974337954033885,non_late,non_late,0.19546753645150702,-1.313826982788377,-1.4148670063909172,non_late,non_late
MQDQ-327,fragmenta,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-327.txt,6947,6947,1041,1041,27,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5546807019393492,-1.0993103964250026,0.21960108776913845,non_late,late,0.7635253164703094,1.1096912622451782,1.1721051267347238,late,late,0.6446982391328503,0.5398398096952802,0.5958149020002004,non_late,late
MQDQ-315,Menaechmi,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-315.txt,54042,54042,8813,8813,28,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5152116837870079,-13.661345207449292,0.060865518447046546,non_late,late,0.10013772779789738,-1.816324234008789,-2.195695204337636,non_late,non_late,0.03416896862298563,-2.8842286193386473,-3.341671021182097,non_late,non_late
MQDQ-316,Mercator,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-316.txt,48795,48795,7904,7904,29,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5285690581917506,-8.513868972638157,0.11440083860013137,non_late,late,0.10886414261838132,-1.8802374601364136,-2.102396186435131,non_late,non_late,0.11937091219235792,-1.8985599707078054,-1.9984009697815237,non_late,non_late
MQDQ-317,Miles gloriosus,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-317.txt,71816,71816,11673,11673,30,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.3912363955898912,-0.4421180526594544,non_late,non_late,0.38726432983270176,-13.314362212542795,-0.45882615333551036,non_late,non_late,0.10690646951681121,-1.6276397705078125,-2.122736977241272,non_late,non_late,0.020904234793424563,-3.2851504164269274,-3.8466776970200613,non_late,non_late
MQDQ-318,Mostellaria,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-318.txt,54296,54296,8719,8719,31,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.40647495482762935,-0.37855709692071715,non_late,non_late,0.614749898069951,6.856378921155903,0.4673227765072117,late,late,0.1112557118561504,-1.5935492515563965,-2.0779782919988734,non_late,non_late,0.08211297112265396,-2.038649714928958,-2.413978325093856,non_late,non_late
MQDQ-319,Persa,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-319.txt,43194,43194,7073,7073,32,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.41663793753082035,-0.3365904376588255,non_late,non_late,0.45272233579140686,-6.157620908788471,-0.1896772941605134,non_late,non_late,0.08559191827797409,-2.28548264503479,-2.3686860846701716,non_late,non_late,0.09709612513388949,-2.028191502552211,-2.2299146283147455,non_late,non_late
MQDQ-322,Rudens,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-322.txt,67353,67353,10911,10911,33,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4281483738522803,-17.550053609477747,-0.2894097594989611,non_late,non_late,0.18709693298746305,-1.2737720012664795,-1.4689850328975291,non_late,non_late,0.17008260502917802,-1.4738190902283363,-1.5850419407366216,non_late,non_late
MQDQ-324,Trinummus,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-324.txt,55590,55590,9113,9113,34,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4122592697796348,-19.939965317560475,-0.3546334686510955,non_late,non_late,0.23272725926172574,-1.022539496421814,-1.192975125526052,non_late,non_late,0.24735201426988873,-1.0298209262846965,-1.1127851550256338,non_late,non_late
MQDQ-325,Truculentus,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-325.txt,47057,47057,7699,7699,35,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5434238709816016,-0.5649866192087933,0.17413417208483808,non_late,late,0.3119475434969401,-0.6566770076751709,-0.7910300360875054,non_late,non_late,0.22577096421947956,-1.1422282079567605,-1.2323466889325556,non_late,non_late
MQDQ-326,Vidularia,"Plautus, Titus Maccius",-205,-184,poetry,lat_-0218_MQDQ-326.txt,3565,3565,582,582,36,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5344302221603865,-1.8912345869159233,0.13793918989500048,non_late,late,0.6069625027918739,0.45889365673065186,0.4345619944475763,late,late,0.36364645910681526,-0.5097107639793097,-0.5595721613405038,non_late,late
IT-LAT0181,Poenulus,"Plautus, Titus Maccius",-205,-184,poetry,lat_0000_IT-LAT0181.txt,71383,71383,11439,11439,37,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.22846246977600151,-51.53908532115696,-1.2170133656186641,non_late,non_late,0.07826249848234944,-2.181459665298462,-2.466191935828345,non_late,non_late,0.18972175713899278,-1.3485679924470948,-1.4518191356701344,non_late,non_late
MQDQ-74,comoediarum fragmenta,Ennius,-204,-169,poetry,lat_-0203_MQDQ-74.txt,185,185,30,30,38,late,oof,0.03563845268651526,-3.298041086798392,non_late,non_late,0.5616904348925077,0.2480254401548325,non_late,late,0.5338477169047949,-0.3683008536071136,0.13559825545456478,non_late,late,0.4207175016019737,-0.2544519901275635,-0.3198286751312405,non_late,late,0.33125426424323573,-0.5496165323333558,-0.7025176713467036,non_late,non_late
MQDQ-73,praetextarum fragmenta,Ennius,-204,-169,poetry,lat_-0203_MQDQ-73.txt,241,241,36,36,39,non_late,oof,0.6186268945604405,0.48372416048752614,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.5607342044249856,0.34141953980963846,0.24414231759471022,late,late,0.39942738087442947,-0.32360371947288513,-0.4078515916579678,non_late,non_late,0.48764000782562683,0.00592643985624056,-0.04945004294434247,non_late,late
MQDQ-70,saturarum fragmenta,Ennius,-204,-169,poetry,lat_-0203_MQDQ-70.txt,1038,1038,164,164,40,non_late,oof,1.6708183727077087e-7,-15.604781933942377,non_late,non_late,0.5398054949021758,0.15955964276517418,non_late,non_late,0.5215795010046068,-0.5826741377991528,0.08637165882987528,non_late,late,0.44784035853543064,-0.20830181241035461,-0.2094003836619392,non_late,late,0.3504257054224376,-0.5540169407165018,-0.6171685003139208,non_late,late
MQDQ-72,tragoediarum fragmenta,Ennius,-204,-169,poetry,lat_-0203_MQDQ-72.txt,15798,15798,2433,2433,41,late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5512254139588417,0.20562309910110413,non_late,late,0.5041615785127997,-2.9589652557520894,0.01664669845799527,non_late,non_late,0.4174372880243673,-0.2647143602371216,-0.3333025150052925,non_late,late,0.10995363749088258,-1.7578336379038508,-2.091214754486024,non_late,non_late
MQDQ-71,fragmenta uaria,Ennius,-204,-169,poetry,lat_-0203_MQDQ-71.txt,2233,2233,357,357,42,NA,full_fit,0.19876856990070618,-1.3940086491707007,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5535241265457488,0.9294771593066822,0.21491997622087888,non_late,late,0.5999787473091409,0.4323281943798065,0.4053765560136812,late,late,0.5347712187630975,0.14735185590357447,0.1393097397029444,non_late,late
MQDQ-67,annalium fragmenta,Ennius,-184,-169,poetry,lat_-0203_MQDQ-67.txt,17856,17856,2864,2864,43,NA,full_fit,0.9999999999998199,29.345385335001563,late,late,0.5686813186813187,0.27647298791706093,late,late,0.5739809864823697,3.977790342223423,0.29811229323190414,late,late,0.7112721391720678,0.8839788436889648,0.9015705256481614,late,late,0.6498765386234584,0.597865384014637,0.6184965651963356,non_late,late
MQDQ-68,annalium fragmenta dubia,Ennius,-184,-169,poetry,lat_-0203_MQDQ-68.txt,472,472,70,70,44,non_late,oof,0.7836115099276931,1.2868380171346985,non_late,non_late,0.5689655172413791,0.27763173659827894,late,late,0.558614901916868,-0.31561863772671506,0.23554259773437003,non_late,late,0.3845180921042697,-0.3758394122123718,-0.47041470960856724,non_late,non_late,0.33607596472814405,-0.5483460367541025,-0.6808305183104977,non_late,non_late
MQDQ-69,annalium fragmenta spuria,Ennius,-184,-169,poetry,lat_-0203_MQDQ-69.txt,1140,1140,171,171,45,NA,full_fit,0.9980725885236774,6.249648108938342,non_late,late,0.5686813186813187,0.27647298791706093,late,late,0.553773251421621,0.9664159249133564,0.21592808179072903,non_late,late,0.4212041255792794,-0.2259582132101059,-0.3178322918825474,non_late,late,0.45042665276842,-0.17066447179319738,-0.19894699403605806,non_late,late
MQDQ-484,Andria,Terentius,-166,-166,poetry,lat_-0176_MQDQ-484.txt,48129,48129,7893,7893,46,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.521671033489116,-3.767319061836885,0.0867384749383605,non_late,late,0.23050203965374882,-1.0339205265045166,-1.2054785914325072,non_late,non_late,0.14311786776009183,-1.6661668537285927,-1.7896318330066698,non_late,non_late
MQDQ-485,"Andria, alter exitus",Terentius,-166,-166,poetry,lat_-0176_MQDQ-485.txt,1000,1000,175,175,47,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5400425121458634,-1.064061245970422,0.16051379515165673,non_late,late,0.634533722367971,0.5655311346054077,0.5517164224095847,late,late,0.4451896287114611,-0.1905762361093735,-0.22012605867513102,non_late,late
MQDQ-629,comoediarum fragmenta,Caecilius Statius,-200,-165,poetry,lat_-0193_MQDQ-629.txt,10746,10746,1674,1674,48,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.52800738980609,-2.8363077213019596,0.1121469503590295,non_late,late,0.1864286205275174,-1.2777771949768066,-1.4733852324086383,non_late,non_late,0.31724407430995977,-0.7042246223556881,-0.7664660113446476,non_late,non_late
MQDQ-488,Hecyra,Terentius,-165,-165,poetry,lat_-0176_MQDQ-488.txt,43172,43172,7216,7216,49,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.475047512762602,-0.09989293209508865,non_late,non_late,0.4810009394848278,-4.977447503886601,-0.07603284968677387,non_late,non_late,0.1412543718115591,-1.3855667114257812,-1.8049104321963454,non_late,non_late,0.020678304779982,-3.294805572069312,-3.857775111893612,non_late,non_late
MQDQ-487,Hautontimorumenos,Terentius,-163,-163,poetry,lat_-0176_MQDQ-487.txt,52055,52055,8607,8607,50,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5684931506849313,0.27570588140506463,late,late,0.5089068122663708,-14.065599615653246,0.03563101825801576,non_late,non_late,0.0879416977155912,-2.096306324005127,-2.3390298470227506,non_late,non_late,0.06813073242333863,-2.4788425263655722,-2.615764138899178,non_late,non_late
MQDQ-486,Eunuchus,Terentius,-161,-161,poetry,lat_-0176_MQDQ-486.txt,53521,53521,8716,8716,51,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.47692196903178724,-10.330453776439818,-0.09237776115680141,non_late,non_late,0.12802044635724663,-1.6830031871795654,-1.9185759876477022,non_late,non_late,0.21166488030153072,-1.2198596131272252,-1.3149190075890012,non_late,non_late
MQDQ-489,Phormio,Terentius,-161,-161,poetry,lat_-0176_MQDQ-489.txt,50228,50228,8217,8217,52,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.438518317070355,-0.2471775689215992,non_late,non_late,0.3888315403877884,-11.459932333538134,-0.4522264407905492,non_late,non_late,0.2874391676858035,-0.8801974058151245,-0.9078540399939756,non_late,non_late,0.14711386214980343,-1.5962941713299046,-1.7574191948327704,non_late,non_late
IT-LAT0405,De agricultura,"Cato Porcius, Marcus",-160,-160,prose,lat_-0199_IT-LAT0405.txt,95150,95150,15054,15054,53,non_late,oof,0.999999999999999,34.53957599234088,late,late,0.5684931506849313,0.27570588140506463,late,late,0.5295974015944502,-8.222972335150159,0.11852817786538945,non_late,late,0.5884460962358131,0.365921288728714,0.3575453224340975,late,late,0.38559320645134354,-0.4580812699723635,-0.46587429452335116,non_late,late
MQDQ-483,Adelphoe,Terentius,-160,-160,poetry,lat_-0176_MQDQ-483.txt,48529,48529,7879,7879,54,NA,full_fit,1e-15,-34.538776394910684,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.4718140684707953,-11.081082954231254,-0.11286337951993777,non_late,non_late,0.04513528305285834,-2.7145936489105225,-3.0519054028191426,non_late,non_late,0.14800362282693855,-1.6292313343379135,-1.7503455226510656,non_late,non_late
IT-LAT0988,Boeotia,Aquilius,-174,-154,poetry,lat_-0149_IT-LAT0988.txt,423,423,67,67,55,NA,full_fit,2.0137751535720627e-4,-8.510127827839597,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5463249664833685,-0.13632757361338987,0.18583281886780875,non_late,late,0.43786500307222764,-0.1640617400407791,-0.2498313783994379,non_late,late,0.3914742296059972,-0.3983460721192353,-0.4411195737162689,non_late,late
MQDQ-164,comoediae fragmentum,Licinius Imbrex,-250,-150,poetry,lat_-0149.0_MQDQ-164.txt,82,82,14,14,56,NA,full_fit,0.4145728796746077,-0.3450929164065284,non_late,non_late,0.5686813186813187,0.27647298791706093,late,late,0.5457544449762902,-0.22066228077606273,0.18353121818825013,non_late,late,0.29488103136500965,-0.7301912903785706,-0.8717945469217679,non_late,non_late,0.3514425203098563,-0.5596637670516791,-0.6127044636411115,non_late,late
MQDQ-474,comoediarum fragmenta,Atilius,-200,-150,poetry,lat_-0149.0_MQDQ-474.txt,87,87,15,15,57,non_late,oof,0.40033122221725437,-0.40408520575657997,non_late,non_late,0.5611562956753025,0.24585614554971488,non_late,late,0.5449144832557449,-0.2435295938418106,0.18014352071476084,non_late,late,0.34320660980980633,-0.4362802505493164,-0.6490368676498182,non_late,non_late,0.34298137764013287,-0.589875390613722,-0.6500362095207992,non_late,non_late
MQDQ-503,palliatarum fragmenta,Trabea,-200,-150,poetry,lat_-0149.0_MQDQ-503.txt,293,293,43,43,58,non_late,oof,9.622885476038037e-5,-9.248685066248129,non_late,non_late,0.5609091387481515,0.24485256449149792,non_late,late,0.5266654155480766,-0.9963092963364429,0.10676295667646207,non_late,late,0.4076067580878202,-0.2956109642982483,-0.37386779294083233,non_late,non_late,0.3206402064565937,-0.5916510922444633,-0.75083123227087,non_late,non_late
MQDQ-502,togatarum fragmenta,Titinius,-200,-150,poetry,lat_-0149.0_MQDQ-502.txt,6308,6308,975,975,59,non_late,oof,1e-15,-34.538776394910684,non_late,non_late,0.5509161139079605,0.20437285519675788,non_late,late,0.5399817315182471,-0.9241546414926693,0.16026910567896632,non_late,late,0.5661384183372997,0.26381099224090576,0.26611305670228824,late,late,0.24681636141526242,-1.0518843125500494,-1.1156644899485115,non_late,non_late
