term,n_models,christian_votes,non_christian_votes,mean_z,median_z,mean_abs_z,mean_abs_contrib,mean_rank_abs,mean_present_rate,mean_n_present,mean_n_present_ch,mean_n_present_nc,agreement_prop,all_agree,direction
fortuna,5,0,4,-16.175091418067677,-9.614773715487273,16.175091418067677,4.827299560816074,58.6,0.3674033149171271,133,9,124,0.8,FALSE,non_christian
christianus,5,4,0,10.946058952991677,12.528312904883673,10.95193330527246,16.9339957661579,135.6,0.07734806629834254,28,26,2,0.8,FALSE,christian
martinus,5,4,0,10.369850438786742,2.531329553639635,10.375724791067524,46.65031104257139,163.4,0.03038674033149171,11,10,1,0.8,FALSE,christian
propheta,5,4,0,8.942097495191087,3.894066287096471,8.94797184747187,4.812788601067696,144.6,0.1132596685082873,41,36,5,0.8,FALSE,christian
idolum,5,4,0,5.989183351193831,4.121894512371645,5.995057703474615,5.047998599958727,170.4,0.06353591160220995,23,23,0,0.8,FALSE,christian
abacus,5,4,0,5.807182860541267,0.18217634866738586,5.81305721282205,0.2014038067721198,2464.2,0.013812154696132596,5,2,3,0.8,FALSE,christian
corporeus,5,4,0,5.4163560441412795,2.6137962765706777,5.422230396422063,1.012066041799363,425.8,0.06906077348066299,25,19,6,0.8,FALSE,christian
petrus,5,4,0,5.378115086222929,1.8743391180332816,5.383989438503712,2.3045082737032945,189.2,0.09668508287292818,35,30,5,0.8,FALSE,christian
tortilis,5,4,0,5.205097518177611,0.9045518264206927,5.210971870458395,0.22514181552036866,2140.4,0.011049723756906077,4,2,2,0.8,FALSE,christian
attamen,5,4,0,5.082756529291087,0.7985409104025056,5.088630881571871,0.9899567220704766,522.6,0.06077348066298342,22,15,7,0.8,FALSE,christian
daps,5,4,1,4.978462060391962,6.590730199487146,4.978462060391962,0.08441792908949161,3701.4,0.13535911602209943,49,17,32,0.8,FALSE,christian
resurgo,5,4,0,4.913727061470788,1.2511324271522175,4.919601413751573,1.5422768194628105,281.8,0.13259668508287292,48,29,19,0.8,FALSE,christian
daemon,5,4,0,4.244780396721052,2.6306129845318216,4.250654749001836,3.213393419760269,174.6,0.07458563535911603,27,24,3,0.8,FALSE,christian
lignum,5,4,0,3.731417371427116,0.5989695296637758,3.7372917237078993,0.7320461729658891,607.6,0.2154696132596685,78,36,42,0.8,FALSE,christian
daemonium,5,4,0,3.5795224928503178,4.079710060606011,3.580640276641725,4.036881163509221,248.4,0.04143646408839779,15,15,0,0.8,FALSE,christian
mundanus,5,4,0,3.2815336424919654,0.9462468119441698,3.287407994772749,1.1500672946464994,386.8,0.04419889502762431,16,13,3,0.8,FALSE,christian
suesco,5,4,0,3.1763949800673026,0.618282498801583,3.182269332348086,0.7528219511820309,633.4,0.06629834254143646,24,14,10,0.8,FALSE,christian
subuerto,5,4,0,3.1149992257790986,0.6459798359648186,3.1208735780598817,0.7875067597995732,721,0.07458563535911603,27,19,8,0.8,FALSE,christian
germen,5,4,0,3.02686049738999,0.7999963309399769,3.0327348496707733,0.9682361752216221,440.8,0.08839779005524862,32,18,14,0.8,FALSE,christian
perennis,5,4,0,2.867411340695795,0.4796168578373931,2.8732856929765784,0.5794762041052149,844.4,0.16022099447513813,58,26,32,0.8,FALSE,christian
musa,5,0,4,-2.6950654184364624,-1.1326205773580869,2.6950654184364624,0.973024399844444,364.4,0.19337016574585636,70,8,62,0.8,FALSE,non_christian
iuppiter,5,0,4,-2.6700997026366142,-1.104927372931531,2.6700997026366142,1.4217342266723123,245.6,0.35359116022099446,128,15,113,0.8,FALSE,non_christian
terrenus,5,4,0,2.504348160778735,1.0052636801693797,2.5102225130595186,1.2121084284634924,395.4,0.16574585635359115,60,33,27,0.8,FALSE,christian
manna,5,4,0,2.4551143561501982,0.8098076647126744,2.460988708430982,0.9743247019871153,479.4,0.024861878453038673,9,9,0,0.8,FALSE,christian
martyrium,5,4,0,2.4468637722132116,1.786820616070701,2.4527381244939948,2.1628801610221307,292,0.06353591160220995,23,23,0,0.8,FALSE,christian
sacer,5,4,0,2.086949729884034,0.9525938295721532,2.1117414518483244,0.4993854849737937,897.6,0.4585635359116022,166,54,112,0.8,FALSE,christian
phoebus,5,0,4,-2.059610228453338,-1.4149099153079185,2.059610228453338,2.1981784769807784,152.2,0.19613259668508287,71,7,64,0.8,FALSE,non_christian
saluator,5,4,0,2.0384203686317908,1.3724622131358921,2.0442947209125744,1.6501566910795473,301.2,0.03591160220994475,13,12,1,0.8,FALSE,christian
altar,5,4,0,2.000000046762785,0.8776606761038103,2.005874399043569,1.0529997406729688,515.2,0.08011049723756906,29,17,12,0.8,FALSE,christian
pius,5,4,0,1.9747954878986054,0.8809968237985413,1.9995872098628964,1.0628097197881927,323.6,0.356353591160221,129,46,83,0.8,FALSE,christian
fulcrum,5,4,0,1.9571494399149134,0.490323888532873,1.963023792195697,0.3469170777209094,1327.8,0.027624309392265192,10,4,6,0.8,FALSE,christian
edio,5,4,0,1.8719874287942797,1.3682774953158297,1.8731052125856866,0.5823552034991388,1069.2,0.013812154696132596,5,5,0,0.8,FALSE,christian
arma,5,0,4,-1.7296399957072102,-2.2874261880754707,1.7296399957072102,3.019875376484336,154,0.43370165745856354,157,38,119,0.8,FALSE,non_christian
uita,5,4,0,1.696443416781118,0.7116096150817389,1.7212351387454088,0.8451479489228136,428,0.569060773480663,206,62,144,0.8,FALSE,christian
optimus,5,0,4,-1.675217578532095,-1.292651587172662,1.675217578532095,1.6343031562526384,219.4,0.212707182320442,77,11,66,0.8,FALSE,non_christian
sacrifico,5,4,0,1.6030500871066407,1.0556029815350645,1.608924439387424,0.5325223775760202,888.6,0.055248618784530384,20,12,8,0.8,FALSE,christian
populus,5,4,0,1.59571341381205,1.127899103688208,1.620505135776341,0.6078251898631121,684.6,0.5524861878453039,200,59,141,0.8,FALSE,christian
polus,5,4,0,1.5653970884806234,0.5309571908561146,1.5901888104449142,0.13061200420087896,2759,0.17679558011049723,64,27,37,0.8,FALSE,christian
bene,5,0,4,-1.555309133349103,-1.2403107416926953,1.555309133349103,1.5763991928239947,275.4,0.4198895027624309,152,32,120,0.8,FALSE,non_christian
crux,5,4,0,1.496514964713302,0.3424633376857094,1.521306686677593,1.3754351340833229,293.4,0.19613259668508287,71,37,34,0.8,FALSE,christian
mens,5,4,0,1.4373778946507267,0.9464652937732251,1.4621696166150175,1.13624063691019,300.2,0.5248618784530387,190,54,136,0.8,FALSE,christian
agnus,5,4,0,1.4229115609782652,0.3461067311194811,1.4287859132590486,0.39206779090535165,1318.8,0.1298342541436464,47,26,21,0.8,FALSE,christian
uterus,5,4,0,1.4034639270643976,0.4855147527482265,1.4093382793451812,0.5657473052491041,863.8,0.13535911602209943,49,25,24,0.8,FALSE,christian
altarium,5,4,0,1.3981484440428815,0.7879018322741583,1.404022796323665,0.9352267399169891,623,0.0856353591160221,31,17,14,0.8,FALSE,christian
dogma,5,4,0,1.3812629694392902,1.2071357080240812,1.4060546914035812,1.6216680782882993,241.6,0.09116022099447514,33,21,12,0.8,FALSE,christian
sto,5,0,4,-1.3506393690993155,-0.21314411048155127,1.3506393690993155,0.6426970472458013,3096.2,0.46408839779005523,168,43,125,0.8,FALSE,non_christian
animus,5,0,4,-1.348520390875265,-1.7125771016150724,1.348520390875265,2.621473179677737,195.8,0.5469613259668509,198,46,152,0.8,FALSE,non_christian
pater,5,4,0,1.3133195072771584,0.18061479979052789,1.338111229241449,0.9287727397685445,400.6,0.5939226519337016,215,62,153,0.8,FALSE,christian
uetus,5,0,4,-1.3083207663118508,-0.8771249786871602,1.3083207663118508,1.1314597353493656,522.4,0.43922651933701656,159,39,120,0.8,FALSE,non_christian
capet,5,4,0,1.2808352883060397,0.44059950754889976,1.3056270102703305,0.2723024127778471,2640.2,0.022099447513812154,8,4,4,0.8,FALSE,christian
mors,5,4,0,1.2672681018189436,0.7461393404362547,1.2920598237832344,0.8806964490658612,437,0.511049723756906,185,58,127,0.8,FALSE,christian
soleo,5,0,4,-1.2662718372455364,-1.0961268742283599,1.2662718372455364,1.3929016849668523,324.8,0.494475138121547,179,42,137,0.8,FALSE,non_christian
insania,5,4,0,1.262375207044172,0.501272365231926,1.2682495593249554,0.5834747899970557,881,0.08287292817679558,30,13,17,0.8,FALSE,christian
compleo,5,4,0,1.2617488685955498,0.8435234856486319,1.2865405905598406,0.6707420748782775,612.4,0.22099447513812154,80,30,50,0.8,FALSE,christian
cunctus,5,4,0,1.2575607352220721,0.13256208043475792,1.2823524571863631,2.2985468531892628,236.8,0.43922651933701656,159,49,110,0.8,FALSE,christian
tumulo,5,4,0,1.2260173588779442,0.7580147682375642,1.2318917111587275,0.5635311120817353,819.2,0.024861878453038673,9,7,2,0.8,FALSE,christian
inieco,5,4,0,1.2091386341408121,0.35721211947123843,1.233930356105103,0.03568538800666821,3641.2,0.058011049723756904,21,6,15,0.8,FALSE,christian
celebris,5,4,0,1.1943061474786418,0.19063691586536702,1.2001804997594254,0.08223319934711416,3290.6,0.022099447513812154,8,3,5,0.8,FALSE,christian
moderamen,5,4,1,1.1835767516019737,0.5945120344877065,1.2092550703870693,0.48198163360720536,970.6,0.06906077348066299,25,14,11,0.8,FALSE,christian
roma,5,0,4,-1.1821649469335578,-1.106462282640323,1.1821649469335578,1.401844454063307,318.2,0.3149171270718232,114,24,90,0.8,FALSE,non_christian
miror,5,0,4,-1.1526269348972937,-0.3375808241626083,1.1526269348972937,0.4713454100343619,1211.4,0.35911602209944754,130,31,99,0.8,FALSE,non_christian
exhaurio,5,0,4,-1.1503827069547397,-0.7565473890810317,1.1503827069547397,0.6428110765093572,1067.8,0.12430939226519337,45,8,37,0.8,FALSE,non_christian
aureus,5,0,4,-1.1481327278069209,-0.18092230004086676,1.1481327278069209,0.21111745843909563,1975.4,0.2900552486187845,105,19,86,0.8,FALSE,non_christian
carcer,5,4,0,1.1405806862875343,0.5439133670488165,1.1464550385683177,0.6310358954462084,797.8,0.2154696132596685,78,33,45,0.8,FALSE,christian
corpus,5,4,0,1.1164916202413353,0.6134049251360947,1.1468662466345796,1.615668387811525,274.4,0.569060773480663,206,58,148,0.8,FALSE,christian
palmes,5,4,0,1.0560249958336847,1.0646436861027957,1.0808167177979755,0.1887088426750134,2176.2,0.09392265193370165,34,14,20,0.8,FALSE,christian
sidus,5,0,4,-1.0470434668743809,-0.5046645230066781,1.0470434668743809,0.43486690531726185,1345,0.3314917127071823,120,32,88,0.8,FALSE,non_christian
suscipio,5,4,0,1.0378951675531942,0.8079590960586756,1.062686889517485,0.9538413913047645,445,0.3259668508287293,118,47,71,0.8,FALSE,christian
uir,5,0,4,-1.0332420680059218,-0.6849411703539775,1.0332420680059218,0.8911449011445928,640.8,0.6160220994475138,223,56,167,0.8,FALSE,non_christian
sensus,5,4,0,1.0315756836477705,1.0631835569992767,1.0563674056120613,1.3837274152454915,308.4,0.27624309392265195,100,39,61,0.8,FALSE,christian
uerus,5,4,0,0.9974546838698055,0.49235600560973564,1.0222464058340963,0.46596725335618333,1163,0.511049723756906,185,53,132,0.8,FALSE,christian
aetas,5,0,4,-0.993146010611755,-0.8525327511747011,0.993146010611755,0.7805070912705453,799.6,0.4530386740331492,164,38,126,0.8,FALSE,non_christian
suppleo,5,4,0,0.9694235123599241,0.333390563565048,0.9752978646407074,0.09614664997930167,3028.4,0.06906077348066299,25,10,15,0.8,FALSE,christian
uas,5,4,0,0.9633286690611359,0.1645306578501022,0.9881203910254267,0.1721497023000976,2409.2,0.1408839779005525,51,23,28,0.8,FALSE,christian
mandatum,5,4,0,0.9615606000555827,0.6944169436214478,0.9674349523363661,0.8147964446129425,593.2,0.19613259668508287,71,34,37,0.8,FALSE,christian
obtineo,5,4,0,0.9337626579219558,0.6392122487051335,0.9585543798862466,0.3268733327061503,1367.8,0.20718232044198895,75,27,48,0.8,FALSE,christian
ensis,5,0,4,-0.8800962262803597,-0.2334108109777294,0.8800962262803597,2.175633933987728,295.6,0.1850828729281768,67,14,53,0.8,FALSE,non_christian
explicitus,5,4,0,0.8628421730348629,0.5788147460804055,0.8639599568262699,0.4788274518702007,1309.6,0.049723756906077346,18,9,9,0.8,FALSE,christian
patria,5,0,4,-0.8504382967743449,-0.6373122142468407,0.8504382967743449,0.8245646502157318,576.2,0.3839779005524862,139,30,109,0.8,FALSE,non_christian
iustus,5,4,0,0.8438703572471196,0.22255172206643514,0.8686620792114104,1.0830578465435778,503.8,0.3867403314917127,140,45,95,0.8,FALSE,christian
prosterno,5,4,0,0.8389729416666512,0.4650555557791755,0.8448472939474344,0.5332199549068983,1001.4,0.18232044198895028,66,29,37,0.8,FALSE,christian
felix,5,0,4,-0.818582143052406,-0.15044938069724245,0.818582143052406,0.2430427727758998,2450.4,0.3453038674033149,125,37,88,0.8,FALSE,non_christian
metallum,5,4,0,0.8046414943666331,0.2904463043121531,0.8294332163309239,0.2791093825209302,1603.6,0.13812154696132597,50,19,31,0.8,FALSE,christian
gladius,5,4,0,0.8019675814629833,0.3028088193994697,0.8267593034272742,0.7074105183533638,630,0.24861878453038674,90,35,55,0.8,FALSE,christian
carmen,5,0,4,-0.779087637934508,-0.9303664573635986,0.779087637934508,1.238386201976027,438.2,0.34806629834254144,126,25,101,0.8,FALSE,non_christian
pietas,5,4,0,0.7715290107653716,0.3908785723860157,0.7963207327296626,0.47741112683152137,1030.6,0.3370165745856354,122,37,85,0.8,FALSE,christian
bestia,5,4,0,0.7643446556253558,0.11004319576184236,0.7798242735787415,0.7978712755215523,639,0.15469613259668508,56,29,27,0.8,FALSE,christian
modus,5,0,4,-0.7575848249545062,-0.44841145293524776,0.7575848249545062,1.4552316565345638,398.8,0.49171270718232046,178,40,138,0.8,FALSE,non_christian
ouis,5,4,0,0.7541275527896554,0.1105984457225749,0.7600019050704389,0.41471609602398757,1201.8,0.15469613259668508,56,28,28,0.8,FALSE,christian
amicus,5,0,4,-0.742551825187268,-0.09156748977904215,0.742551825187268,1.5789566129773265,454.4,0.425414364640884,154,32,122,0.8,FALSE,non_christian
famulus,5,4,0,0.7417670254153508,0.32904102537085295,0.7665587473796417,0.8971579928757555,606.4,0.15469613259668508,56,23,33,0.8,FALSE,christian
defunctus,5,4,0,0.7302243736161466,0.7913155813865148,0.7550160955804374,1.1879333149361697,490.6,0.11878453038674033,43,18,25,0.8,FALSE,christian
insinuo,5,4,0,0.716021628509851,0.44801299821769336,0.7218959807906343,0.5115785149958295,1052.2,0.1270718232044199,46,20,26,0.8,FALSE,christian
uiuo,5,4,0,0.7095222543679595,0.2073622070757251,0.7343139763322504,0.4789663511770491,999.6,0.49171270718232046,178,55,123,0.8,FALSE,christian
aspicio,5,0,4,-0.7058645135972527,-0.3076321860650138,0.7058645135972527,0.4249431792685322,1250.2,0.3259668508287293,118,27,91,0.8,FALSE,non_christian
imperium,5,0,4,-0.6859043964424304,-0.4133004197399941,0.6859043964424304,0.28846422211152534,1572,0.4088397790055249,148,32,116,0.8,FALSE,non_christian
cognosco,5,4,0,0.6849263433843997,0.4017301260188272,0.7097180653486906,0.45842936421041364,1042.8,0.39502762430939226,143,47,96,0.8,FALSE,christian
rutilo,5,4,0,0.6805034091855399,0.11931663186973349,0.7052951311498308,0.11005848553281099,2889.4,0.12154696132596685,44,19,25,0.8,FALSE,christian
trepido,5,4,0,0.6704574857482946,0.20700787750791913,0.6763318380290779,0.21740262898137766,2010.8,0.15469613259668508,56,23,33,0.8,FALSE,christian
cantus,5,0,4,-0.6630030224603352,-0.4145612909439492,0.6630030224603352,0.5523040451751557,873.2,0.20441988950276244,74,13,61,0.8,FALSE,non_christian
uoueo,5,4,0,0.6503851203317934,0.11501415149568588,0.6751768422960842,0.34557669579292205,1388.2,0.2596685082872928,94,30,64,0.8,FALSE,christian
uersus,5,0,4,-0.6476121083276845,-0.3907330938237723,0.6476121083276845,1.0699099459807921,526,0.356353591160221,129,27,102,0.8,FALSE,non_christian
multiplex,5,4,0,0.6444542786080675,0.20067846190205282,0.6692460005723584,0.14522125057128474,2535.4,0.12430939226519337,45,16,29,0.8,FALSE,christian
pastor,5,4,0,0.6392276284088343,0.3140520916222536,0.6640193503731251,0.35070281036334244,1393.2,0.22375690607734808,81,29,52,0.8,FALSE,christian
equus,5,0,4,-0.63395316836663,-0.3620986060530133,0.63395316836663,1.885756859950322,558.2,0.35359116022099446,128,22,106,0.8,FALSE,non_christian
ager,5,0,4,-0.6263287359363868,-0.15352595984941353,0.6263287359363868,1.2367396007273954,525.4,0.3839779005524862,139,32,107,0.8,FALSE,non_christian
sopio,5,4,0,0.6100377969929165,0.22525872960073345,0.6159121492736999,0.2812304160430711,1700.8,0.09668508287292818,35,13,22,0.8,FALSE,christian
mitto,5,4,0,0.5985995509765741,0.22445373780289268,0.6233912729408649,0.2411454218466687,1904.2,0.5193370165745856,188,49,139,0.8,FALSE,christian
silua,5,0,4,-0.5944693637387185,-0.44982344305439714,0.5944693637387185,0.4453312456373764,1231.8,0.31215469613259667,113,26,87,0.8,FALSE,non_christian
lucas,5,4,0,0.5871593317758128,0.33749247043731084,0.6119510537401036,0.37729609512370826,1329,0.058011049723756904,21,11,10,0.8,FALSE,christian
prior,5,4,0,0.581493120748476,0.0870434034576095,0.606284842712767,0.3821117334883087,1318.8,0.5386740331491713,195,52,143,0.8,FALSE,christian
decus,5,0,4,-0.5659063923839518,-0.3245984466489551,0.5659063923839518,0.444472334024283,1567.4,0.30939226519337015,112,26,86,0.8,FALSE,non_christian
lumen,5,4,0,0.552031302956506,0.05331411531027098,0.5768230249207968,0.8515349437565768,655.2,0.39502762430939226,143,45,98,0.8,FALSE,christian
domus,5,0,4,-0.5376396692900866,-0.19924432216998283,0.5376396692900866,0.29166678833276044,1731.4,0.5165745856353591,187,47,140,0.8,FALSE,non_christian
sanguis,5,4,0,0.5289231762262849,0.12171861489829804,0.5537148981905758,0.18355004771921873,2252.2,0.4088397790055249,148,43,105,0.8,FALSE,christian
perfidus,5,4,0,0.5281085479154888,0.22194026286215157,0.5529002698797797,0.23483941339648512,2019.2,0.16022099447513813,58,22,36,0.8,FALSE,christian
perpetuus,5,4,0,0.5232556951252576,0.03281870106665868,0.5480474170895484,0.40685621869599264,1260.6,0.292817679558011,106,40,66,0.8,FALSE,christian
hyacinthus,5,4,0,0.5207419914430457,0.1591751234880188,0.5455337134073366,0.12581724822949153,4720.8,0.03591160220994475,13,5,8,0.8,FALSE,christian
pulcherrimus,5,0,4,-0.5127481807090383,-0.5636830626040165,0.5230480908275764,0.01630769928216008,4019.6,0.13535911602209943,49,9,40,0.8,FALSE,non_christian
captiuus,5,4,0,0.5092419889792257,0.08385312535153483,0.5357196061986709,0.23191870250754817,1977.6,0.20994475138121546,76,26,50,0.8,FALSE,christian
murmur,5,0,4,-0.5082660499606103,-0.5198214090637068,0.5082660499606103,0.051648346810597906,4347,0.14917127071823205,54,15,39,0.8,FALSE,non_christian
lustrum,5,0,4,-0.5082530354038246,-0.1525320918426241,0.5082530354038246,0.15452454109753183,2520.2,0.11049723756906077,40,9,31,0.8,FALSE,non_christian
notus,5,0,4,-0.49532626444314526,-0.17271100673228895,0.49532626444314526,0.6833119871595883,833.4,0.34806629834254144,126,26,100,0.8,FALSE,non_christian
capio,5,0,4,-0.469678544014777,-0.44274713079897826,0.469678544014777,0.5842450513874138,1025.4,0.5359116022099447,194,46,148,0.8,FALSE,non_christian
candidus,5,0,4,-0.4634059610215948,-0.1172386084837762,0.4634059610215948,0.20094604662569698,2166.4,0.2430939226519337,88,22,66,0.8,FALSE,non_christian
opera,5,0,4,-0.45180838215381386,-0.2006061545533077,0.45180838215381386,1.041704110657838,754.2,0.23204419889502761,84,17,67,0.8,FALSE,non_christian
finis,5,4,0,0.44976257895844957,0.1383705474951897,0.4745543009227404,0.1328312122072655,2638,0.4613259668508287,167,49,118,0.8,FALSE,christian
fortis,5,0,4,-0.44539612760451314,-0.36198154789404474,0.44539612760451314,0.593945559878594,1017.4,0.3812154696132597,138,37,101,0.8,FALSE,non_christian
displiceo,5,4,0,0.4399154630970148,0.14042495440243014,0.46470718506130565,0.13436639059362396,2729.4,0.1464088397790055,53,20,33,0.8,FALSE,christian
iubeo,5,4,0,0.4377682823266526,0.08210624100199825,0.46748801525707917,0.355565055051226,1453.2,0.5303867403314917,192,54,138,0.8,FALSE,christian
pallidus,5,0,4,-0.422611297669041,-0.2884765964531637,0.422611297669041,0.30706333556445237,1730.8,0.1408839779005525,51,8,43,0.8,FALSE,non_christian
aqua,5,0,4,-0.4222990271670034,-0.29953476067578383,0.4222990271670034,0.48598889247711147,1175.6,0.40331491712707185,146,39,107,0.8,FALSE,non_christian
timidus,5,0,4,-0.4189977424745902,-0.36702102315304425,0.4189977424745902,0.4913703103380555,1245.8,0.20718232044198895,75,11,64,0.8,FALSE,non_christian
imitor,5,0,4,-0.4005595474483682,-0.3184361955467646,0.4005595474483682,0.4328687248111179,1404.4,0.2541436464088398,92,20,72,0.8,FALSE,non_christian
pingo,5,0,4,-0.391953219308385,-0.07203934410543793,0.391953219308385,0.2617736714788065,1982.6,0.2154696132596685,78,13,65,0.8,FALSE,non_christian
uirtus,5,4,0,0.38869737070374355,0.09839225061706411,0.41348909266803446,0.1415003214722845,2656.4,0.49171270718232046,178,56,122,0.8,FALSE,christian
clarus,5,0,4,-0.37511210121000904,-0.034030273213271504,0.37511210121000904,0.08412587571536244,3254.4,0.3756906077348066,136,33,103,0.8,FALSE,non_christian
nimium,5,0,4,-0.3590624542217576,-0.21862304177575004,0.3590624542217576,0.3108380209405107,1881.6,0.3149171270718232,114,25,89,0.8,FALSE,non_christian
tranquillus,5,0,4,-0.3515795901913269,-0.12238667855096595,0.3515795901913269,0.07234961438280745,3548,0.09944751381215469,36,7,29,0.8,FALSE,non_christian
uotum,5,0,4,-0.3136391454181398,-0.06197930491072715,0.3136391454181398,0.07704547979156626,3519,0.32044198895027626,116,32,84,0.8,FALSE,non_christian
agito,5,0,4,-0.3133230770269673,-0.06197930491072715,0.3133230770269673,0.5626916691783067,1275.4,0.2569060773480663,93,17,76,0.8,FALSE,non_christian
honor,5,4,0,0.29099427362398633,0.04192674145746735,0.3161534608357746,0.2475470353327834,2083.6,0.505524861878453,183,53,130,0.8,FALSE,christian
relinquo,5,0,4,-0.28751296493317086,-0.14100652664352106,0.28751296493317086,0.2151547200523956,2459,0.5220994475138122,189,47,142,0.8,FALSE,non_christian
instigo,5,4,0,0.27703583762046174,0.23053781763999404,0.3018275595847526,0.2998219469190142,1965.6,0.06077348066298342,22,10,12,0.8,FALSE,christian
accedo,5,4,0,0.25519834978918066,0.12868214251377252,0.2799900717534715,0.42069234106603365,1574.6,0.36464088397790057,132,35,97,0.8,FALSE,christian
plaudo,5,0,4,-0.2546926187061489,-0.12537801548434674,0.2546926187061489,0.2758118787370388,2175.6,0.18232044198895028,66,12,54,0.8,FALSE,non_christian
exitium,5,4,0,0.22914281106376508,0.04734387069985527,0.25545400061317364,0.019097783949239038,4099.4,0.1878453038674033,68,21,47,0.8,FALSE,christian
falx,5,0,4,-0.22464869829764325,-0.22533936500640447,0.22464869829764325,0.43801792177530857,2177.2,0.09116022099447514,33,8,25,0.8,FALSE,non_christian
